CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Aprobado,59649977944.0,8765411234.0,0.0,240901564.0,68656290742.0,0.0,260970453.0,0.0,0.0,260970453.0,68917261195.0,99.62132788146995,0.0,0.3786721185300579
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Modificado,59649975140.09,9766258111.66,0.0,234059084.93,69650292336.68,0.0,405198726.02,0.0,0.0,405198726.02,70055491062.7,99.42160318930982,0.0,0.5783968106901788
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Devengado,59649975140.09,8930275692.61,0.0,234059084.93,68814309917.63,0.0,405198726.02,0.0,0.0,405198726.02,69219508643.65,99.41461773716713,0.0,0.585382262832881
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Ejercido,59649975140.09,8930275692.61,0.0,234059084.93,68814309917.63,0.0,405198726.02,0.0,0.0,405198726.02,69219508643.65,99.41461773716713,0.0,0.585382262832881
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Aprob,99.99999529939474,101.8808525260117,0.0,97.15963692539582,100.23015979150959,0.0,155.26613122750717,0.0,0.0,155.26613122750717,100.43856567049987,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Modif,100.0,91.44009497299776,0.0,100.0,98.79974312956368,0.0,100.0,0.0,0.0,100.0,98.80668537702235,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Otras Actividades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Aprobado,59649977944.0,8765411234.0,0.0,240901564.0,68656290742.0,0.0,260970453.0,0.0,0.0,260970453.0,68917261195.0,99.62132788146995,0.0,0.3786721185300579
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Modificado,59649975140.09,9766258111.66,0.0,234059084.93,69650292336.68,0.0,405198726.02,0.0,0.0,405198726.02,70055491062.7,99.42160318930982,0.0,0.5783968106901788
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Devengado,59649975140.09,8930275692.61,0.0,234059084.93,68814309917.63,0.0,405198726.02,0.0,0.0,405198726.02,69219508643.65,99.41461773716713,0.0,0.585382262832881
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Ejercido,59649975140.09,8930275692.61,0.0,234059084.93,68814309917.63,0.0,405198726.02,0.0,0.0,405198726.02,69219508643.65,99.41461773716713,0.0,0.585382262832881
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Aprob,99.99999529939474,101.8808525260117,0.0,97.15963692539582,100.23015979150959,0.0,155.26613122750717,0.0,0.0,155.26613122750717,100.43856567049987,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Modif,100.0,91.44009497299776,0.0,100.0,98.79974312956368,0.0,100.0,0.0,0.0,100.0,98.80668537702235,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Aprobado,3085934445.0,506367056.0,0.0,24327094.0,3616628595.0,0.0,6204857.0,0.0,0.0,6204857.0,3622833452.0,99.82872916786792,0.0,0.17127083213208666
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Modificado,3085934445.0,502044324.97,0.0,23793086.11,3611771856.08,0.0,34736496.4,0.0,0.0,34736496.4,3646508352.48,99.0474038986809,0.0,0.9525961013191049
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Devengado,3085131056.34,492730813.77,0.0,21060163.16,3598922033.27,0.0,26750844.83,0.0,0.0,26750844.83,3625672878.1,99.26218261466494,0.0,0.7378173853350645
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Ejercido,3085131056.34,492730813.77,0.0,21060163.16,3598922033.27,0.0,26750844.83,0.0,0.0,26750844.83,3625672878.1,99.26218261466494,0.0,0.7378173853350645
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Aprob,99.97396611385243,97.30704395785179,0.0,86.57081343131243,99.51041249426387,0.0,431.12749947339637,0.0,0.0,431.12749947339637,100.07837583862522,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Modif,99.97396611385243,98.14488268529745,0.0,88.51379372408786,99.64422385128316,0.0,77.01077426449952,0.0,0.0,77.01077426449952,99.42861849292544,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Otras Actividades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Aprobado,3085934445.0,506367056.0,0.0,24327094.0,3616628595.0,0.0,6204857.0,0.0,0.0,6204857.0,3622833452.0,99.82872916786792,0.0,0.17127083213208666
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Modificado,3085934445.0,502044324.97,0.0,23793086.11,3611771856.08,0.0,34736496.4,0.0,0.0,34736496.4,3646508352.48,99.0474038986809,0.0,0.9525961013191049
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Devengado,3085131056.34,492730813.77,0.0,21060163.16,3598922033.27,0.0,26750844.83,0.0,0.0,26750844.83,3625672878.1,99.26218261466494,0.0,0.7378173853350645
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Ejercido,3085131056.34,492730813.77,0.0,21060163.16,3598922033.27,0.0,26750844.83,0.0,0.0,26750844.83,3625672878.1,99.26218261466494,0.0,0.7378173853350645
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Aprob,99.97396611385243,97.30704395785179,0.0,86.57081343131243,99.51041249426387,0.0,431.12749947339637,0.0,0.0,431.12749947339637,100.07837583862522,,0.0,
2024,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Modif,99.97396611385243,98.14488268529745,0.0,88.51379372408786,99.64422385128316,0.0,77.01077426449952,0.0,0.0,77.01077426449952,99.42861849292544,,0.0,
2024,Órganos Autónomos,,,TOTAL,Aprobado,44450445398.0,16864447021.0,0.0,11320185514.0,72635077933.0,0.0,2202527629.0,0.0,0.0,2202527629.0,74837605562.0,97.05692397229987,0.0,2.9430760277001284
2024,Órganos Autónomos,,,TOTAL,Modificado,44011552008.82,16570033344.5,0.0,12886122330.55,73467707683.87,0.0,3393561736.22,0.0,0.0,3393561736.22,76861269420.09,95.58482215838477,0.0,4.415177841615234
2024,Órganos Autónomos,,,TOTAL,Devengado,43653919115.63,16188146279.85,0.0,12805238427.28,72647303822.76,0.0,3345577847.62,0.0,0.0,3345577847.62,75992881670.38,95.59751153781548,0.0,4.4024884621845
