CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2025,Poder Legislativo,,,TOTAL,Aprobado,11934526782.0,3288823752.0,1625923264.0,103209859.0,16952483657.0,0.0,576592845.0,0.0,0.0,576592845.0,17529076502.0,96.71064904683249,0.0,3.289350953167516
2025,Poder Legislativo,,,TOTAL,Modificado,11699951617.73,3179639477.8,2238625852.97,1015941062.7,18134158011.2,0.0,485471049.63,0.0,0.0,485471049.63,18619629060.83,97.39269215275999,0.0,2.607307847239999
2025,Poder Legislativo,,,TOTAL,Devengado,11699951617.73,3179639477.8,2238625852.97,1015941062.7,18134158011.2,0.0,485471049.63,0.0,0.0,485471049.63,18619629060.83,97.39269215275999,0.0,2.607307847239999
2025,Poder Legislativo,,,TOTAL,Ejercido,11699951617.73,3179639477.8,2238625852.97,1015941062.7,18134158011.2,0.0,485471049.63,0.0,0.0,485471049.63,18619629060.83,97.39269215275999,0.0,2.607307847239999
2025,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Aprob,98.03448290363893,96.6801421288203,137.68336443275098,0.0,106.97050873552716,0.0,84.19650951964206,0.0,0.0,84.19650951964206,106.2213919752451,,0.0,
2025,Poder Legislativo,,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Aprobado,6263561529.0,1155579175.0,1625923264.0,21269200.0,9066333168.0,0.0,536338162.0,0.0,0.0,536338162.0,9602671330.0,94.41469833165684,0.0,5.585301668343156
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Modificado,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,458941417.4,0.0,0.0,458941417.4,9926921396.51,95.37680012696234,0.0,4.623199873037674
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Devengado,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,458941417.4,0.0,0.0,458941417.4,9926921396.51,95.37680012696234,0.0,4.623199873037674
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Ejercido,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,458941417.4,0.0,0.0,458941417.4,9926921396.51,95.37680012696234,0.0,4.623199873037674
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Aprob,90.57027090633055,154.86734169123463,122.34709168537981,76.02898985387321,104.43009101549048,0.0,85.56941308979613,0.0,0.0,85.56941308979613,103.37666525664584,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Mantenimiento de Infraestructura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Aprobado,0.0,0.0,0.0,0.0,0.0,0.0,326720187.0,0.0,0.0,326720187.0,326720187.0,0.0,0.0,100.0
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Modificado,0.0,0.0,0.0,0.0,0.0,0.0,238701728.64,0.0,0.0,238701728.64,238701728.64,0.0,0.0,100.0
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Devengado,0.0,0.0,0.0,0.0,0.0,0.0,238701728.64,0.0,0.0,238701728.64,238701728.64,0.0,0.0,100.0
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Ejercido,0.0,0.0,0.0,0.0,0.0,0.0,238701728.64,0.0,0.0,238701728.64,238701728.64,0.0,0.0,100.0
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,73.05998776255596,0.0,0.0,73.05998776255596,73.05998776255596,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,K027,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Actividades derivadas del trabajo legislativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Aprobado,6263561529.0,1155579175.0,1625923264.0,21269200.0,9066333168.0,0.0,209617975.0,0.0,0.0,209617975.0,9275951143.0,97.74019966504258,0.0,2.259800334957413
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Modificado,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,220239688.76,0.0,0.0,220239688.76,9688219667.87,97.72672692909305,0.0,2.273273070906955
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Devengado,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,220239688.76,0.0,0.0,220239688.76,9688219667.87,97.72672692909305,0.0,2.273273070906955
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Ejercido,5672924645.2,1789614749.46,1989269826.54,16170757.91,9467979979.11,0.0,220239688.76,0.0,0.0,220239688.76,9688219667.87,97.72672692909305,0.0,2.273273070906955
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Aprob,90.57027090633055,154.86734169123463,122.34709168537981,76.02898985387321,104.43009101549048,0.0,105.0671769727763,0.0,0.0,105.0671769727763,104.44448788608717,,0.0,
2025,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,0.0,
2025,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Aprobado,2609265819.0,200227882.0,0.0,11958517.0,2821452218.0,0.0,1135916.0,0.0,0.0,1135916.0,2822588134.0,99.95975622563147,0.0,0.0
2025,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Modificado,2873830290.41,450969701.97,0.0,18429567.88,3343229560.26,0.0,13551309.24,0.0,0.0,13551309.24,3356780869.5,99.59630045073456,0.0,0.40369954926543944
2025,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Devengado,2873830290.41,450969701.97,0.0,18429567.88,3343229560.26,0.0,13551309.24,0.0,0.0,13551309.24,3356780869.5,99.59630045073456,0.0,0.40369954926543944
2025,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Ejercido,2873830290.41,450969701.97,0.0,18429567.88,3343229560.26,0.0,13551309.24,0.0,0.0,13551309.24,3356780869.5,99.59630045073456,0.0,0.40369954926543944
