CICLO,ENTE,RAMO,PROGRAMA,DESCRIPCIÓN,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2013,Ramos Administrativos,Hacienda y Crédito Público,R018,Aportaciones al Fideicomiso Centro de Estudios para la Preparación y Evaluación Socioeconómica de Proyectos.,Ejercicio,,,,7000000.0,7000000.0,,,,,,7000000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,R021,Administrar los recursos de Fondos de Pensiones a cargo del Servicio de Administración y Enajenación de Bienes.,Aprobado,,,,226300000.0,226300000.0,,,,,,226300000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,R021,Administrar los recursos de Fondos de Pensiones a cargo del Servicio de Administración y Enajenación de Bienes.,Modificado,,,,226300000.0,226300000.0,,,,,,226300000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,R021,Administrar los recursos de Fondos de Pensiones a cargo del Servicio de Administración y Enajenación de Bienes.,Devengado,,,,226300000.0,226300000.0,,,,,,226300000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,R021,Administrar los recursos de Fondos de Pensiones a cargo del Servicio de Administración y Enajenación de Bienes.,Ejercicio,,,,226300000.0,226300000.0,,,,,,226300000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S001,Programa de Subsidio a la Prima del Seguro Agropecuario,Aprobado,,,1265000000.0,,1265000000.0,,,,,,1265000000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S001,Programa de Subsidio a la Prima del Seguro Agropecuario,Modificado,,,1489898084.1000001,,1489898084.1000001,,,,,,1489898084.1000001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S001,Programa de Subsidio a la Prima del Seguro Agropecuario,Devengado,,,1489898084.1000001,,1489898084.1000001,,,,,,1489898084.1000001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S001,Programa de Subsidio a la Prima del Seguro Agropecuario,Ejercicio,,,1489898084.1000001,,1489898084.1000001,,,,,,1489898084.1000001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,Aprobado,,0.0,342800000.0,,342800000.0,,,,,,342800000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,Modificado,,2775109.41,324903993.34,,327679102.75,,,,,,327679102.75,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,Devengado,,2775109.41,324901738.67999995,,327676848.09,,,,,,327676848.09,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,Ejercicio,,2775109.41,324901738.67999995,,327676848.09,,,,,,327676848.09,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Aprobado,,,150000000.0,,150000000.0,,,,,,150000000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Modificado,,,114832726.07,,114832726.07,,,,,,114832726.07,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Devengado,,,114832726.07,,114832726.07,,,,,,114832726.07,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Ejercicio,,,114832726.07,,114832726.07,,,,,,114832726.07,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S178,Programas Albergues Escolares Indígenas (PAEI),Aprobado,15485000.0,0.0,990000000.0,,1005485000.0,,,,,,1005485000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S178,Programas Albergues Escolares Indígenas (PAEI),Modificado,17357229.57,19139996.02,909855018.7800001,,946352244.3700001,,,,,,946352244.3700001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S178,Programas Albergues Escolares Indígenas (PAEI),Devengado,17357229.57,19139996.020000003,909855018.78,,946352244.37,,,,,,946352244.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S178,Programas Albergues Escolares Indígenas (PAEI),Ejercicio,17357229.57,19139996.020000003,909855018.7800001,,946352244.3700001,,,,,,946352244.3700001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Aprobado,94285000.0,0.0,6131400000.0,,6225685000.0,,,,,,6225685000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Modificado,127368027.19,82466097.64999998,5759177231.370001,,5969011356.210001,,,,,,5969011356.210001,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Devengado,127368027.19,82466097.64999999,5759177231.369999,,5969011356.209999,,,,,,5969011356.209999,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Ejercicio,127368027.18999998,82466097.64999999,5759177231.369999,,5969011356.209999,,,,,,5969011356.209999,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S180,Programa Fondos Regionales Indígenas (PFRI),Aprobado,10385000.0,0.0,355200000.0,,365585000.0,,,,,,365585000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S180,Programa Fondos Regionales Indígenas (PFRI),Modificado,11781579.03,2923747.46,168867890.22000003,,183573216.71000004,,,,,,183573216.71000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S180,Programa Fondos Regionales Indígenas (PFRI),Devengado,11781579.03,2923747.46,168867890.22000003,,183573216.71000004,,,,,,183573216.71000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S180,Programa Fondos Regionales Indígenas (PFRI),Ejercicio,11781579.030000001,2923747.46,168867890.22000003,,183573216.71000004,,,,,,183573216.71000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Aprobado,4085000.0,0.0,439800000.0,,443885000.0,,,,,,443885000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Modificado,4789360.05,18515083.049999997,472707116.56999993,,496011559.66999996,,,,,,496011559.66999996,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Devengado,4789360.05,18515083.049999997,472707116.56999993,,496011559.66999996,,,,,,496011559.66999996,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Ejercicio,4789360.05,18515083.049999997,472707116.56999993,,496011559.66999996,,,,,,496011559.66999996,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Aprobado,700000.0,0.0,43000000.0,,43700000.0,,,,,,43700000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Modificado,876322.4,1219808.4300000002,39998282.0,,42094412.83,,,,,,42094412.83,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Devengado,876322.4,1219808.4300000002,39998282.0,,42094412.83,,,,,,42094412.83,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Ejercicio,876322.4,1219808.4300000002,39998282.0,,42094412.83,,,,,,42094412.83,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Aprobado,800000.0,0.0,54900000.0,,55700000.0,,,,,,55700000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Modificado,925529.26,2502679.3199999994,51725815.50999999,,55154024.08999999,,,,,,55154024.08999999,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Devengado,925529.26,2502679.32,51725815.50999999,,55154024.08999999,,,,,,55154024.08999999,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Ejercicio,925529.26,2502679.32,51725815.50999999,,55154024.08999999,,,,,,55154024.08999999,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Aprobado,3890000.0,0.0,225000000.0,,228890000.0,,,,,,228890000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Modificado,4411757.09,7031681.360000002,178861796.03999996,,190305234.48999995,,,,,,190305234.48999995,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Devengado,4411757.09,7031681.360000002,178861796.04000002,,190305234.49,,,,,,190305234.49,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Ejercicio,4411757.09,7031681.360000002,178861796.04000002,,190305234.49,,,,,,190305234.49,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Aprobado,1697245.0,0.0,225500000.0,,227197245.0,,,,,,227197245.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Modificado,1851656.78,3621138.1100000003,227468922.48,,232941717.37,,,,,,232941717.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Devengado,1851656.78,3621138.1100000003,227468922.48,,232941717.37,,,,,,232941717.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Ejercicio,1851656.78,3621138.1100000003,227468922.48,,232941717.37,,,,,,232941717.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S199,Programa de Seguro para Contingencias Climatológicas,Aprobado,,,94500000.0,,94500000.0,,,,,,94500000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S199,Programa de Seguro para Contingencias Climatológicas,Modificado,,,94298250.9,,94298250.9,,,,,,94298250.9,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S199,Programa de Seguro para Contingencias Climatológicas,Devengado,,,94298250.9,,94298250.9,,,,,,94298250.9,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S199,Programa de Seguro para Contingencias Climatológicas,Ejercicio,,,94298250.9,,94298250.9,,,,,,94298250.9,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S239,Acciones para la igualdad de género con población indígena,Aprobado,,0.0,122800000.0,0.0,122800000.0,,,,,,122800000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S239,Acciones para la igualdad de género con población indígena,Modificado,,2459598.0399999996,110708463.29000002,18095.0,113186156.33000003,,,,,,113186156.33000003,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S239,Acciones para la igualdad de género con población indígena,Devengado,,2459598.0399999996,110708463.28999999,18095.0,113186156.33,,,,,,113186156.33,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,S239,Acciones para la igualdad de género con población indígena,Ejercicio,,2459598.0399999996,110708463.28999999,18095.0,113186156.33,,,,,,113186156.33,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Aprobado,,0.0,28800000.0,,28800000.0,,,,,,28800000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Modificado,,435222.41,21424000.0,,21859222.41,,,,,,21859222.41,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Devengado,,435222.41,21424000.0,,21859222.41,,,,,,21859222.41,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Ejercicio,,435222.41,21424000.0,,21859222.41,,,,,,21859222.41,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U004,Apoyo a proyectos de comunicación indígena,Aprobado,,0.0,6100000.0,,6100000.0,,,,,,6100000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U004,Apoyo a proyectos de comunicación indígena,Modificado,,173677.81000000003,5673000.0,,5846677.81,,,,,,5846677.81,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U004,Apoyo a proyectos de comunicación indígena,Devengado,,173677.81000000003,5673000.0,,5846677.81,,,,,,5846677.81,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U004,Apoyo a proyectos de comunicación indígena,Ejercicio,,173677.81000000003,5673000.0,,5846677.81,,,,,,5846677.81,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U007,Atención a Tercer Nivel,Aprobado,,0.0,25800000.0,,25800000.0,,,,,,25800000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U007,Atención a Tercer Nivel,Modificado,,29680.0,23453824.370000005,,23483504.370000005,,,,,,23483504.370000005,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U007,Atención a Tercer Nivel,Devengado,,29680.0,23453824.37,,23483504.37,,,,,,23483504.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U007,Atención a Tercer Nivel,Ejercicio,,29680.0,23453824.37,,23483504.37,,,,,,23483504.37,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U008,Manejo y Conservación de Recursos Naturales en Zonas Indígenas,Aprobado,,0.0,46200000.0,,46200000.0,,,,,,46200000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U008,Manejo y Conservación de Recursos Naturales en Zonas Indígenas,Modificado,,1428861.8599999999,46596848.370000005,,48025710.230000004,,,,,,48025710.230000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U008,Manejo y Conservación de Recursos Naturales en Zonas Indígenas,Devengado,,1428861.8599999999,46596848.370000005,,48025710.230000004,,,,,,48025710.230000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U008,Manejo y Conservación de Recursos Naturales en Zonas Indígenas,Ejercicio,,1428861.8599999999,46596848.370000005,,48025710.230000004,,,,,,48025710.230000004,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U009,Excarcelación de Presos Indígenas,Aprobado,,0.0,28600000.0,0.0,28600000.0,,,,,,28600000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U009,Excarcelación de Presos Indígenas,Modificado,,1103990.97,16551588.699999996,50640.0,17706219.669999994,,,,,,17706219.669999994,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U009,Excarcelación de Presos Indígenas,Devengado,,1103990.97,16551588.7,50640.0,17706219.669999998,,,,,,17706219.669999998,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U009,Excarcelación de Presos Indígenas,Ejercicio,,1103990.97,16551588.7,50640.0,17706219.669999998,,,,,,17706219.669999998,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U010,Apoyos para la Inclusión Financiera y la Bancarización,Aprobado,,,54304000.0,,54304000.0,,,,,,54304000.0,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U010,Apoyos para la Inclusión Financiera y la Bancarización,Modificado,,,52498197.43,,52498197.43,,,,,,52498197.43,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U010,Apoyos para la Inclusión Financiera y la Bancarización,Devengado,,,52498197.43,,52498197.43,,,,,,52498197.43,100.0,,0.0
2013,Ramos Administrativos,Hacienda y Crédito Público,U010,Apoyos para la Inclusión Financiera y la Bancarización,Ejercicio,,,52498197.43,,52498197.43,,,,,,52498197.43,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios",Aprobado,622825236.0,422658635.0,,0.0,1045483871.0,,0.0,,,0.0,1045483871.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios",Modificado,586145268.9699999,627233487.46,,1259840.0,1214638596.4299998,,698129104.23,,,698129104.23,1912767700.6599998,63.50162625659609,,36.4983737434039
2013,Ramos Administrativos,Defensa Nacional,A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios",Devengado,586145268.97,627233487.46,,1259840.0,1214638596.43,,698129104.23,,,698129104.23,1912767700.66,63.5016262565961,,36.4983737434039
2013,Ramos Administrativos,Defensa Nacional,A001,"Investigación y desarrollo tecnológico, producción y mantenimiento de armamento, municiones, explosivos, vehículos y equipos militares y sus accesorios",Ejercicio,586145268.97,627233487.46,,1259840.0,1214638596.43,,698129104.23,,,698129104.23,1912767700.66,63.5016262565961,,36.4983737434039
2013,Ramos Administrativos,Defensa Nacional,A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",Aprobado,27870489767.0,3911276143.0,,4400410.0,31786166320.0,,0.0,,,0.0,31786166320.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",Modificado,24594070698.649998,4206270949.0499973,,623112287.72,29423453935.42,,2287830731.8199997,,,2287830731.8199997,31711284667.239998,92.78543661719422,,7.214563382805777
2013,Ramos Administrativos,Defensa Nacional,A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",Devengado,24594070698.649998,4206270949.049998,,623112287.72,29423453935.42,,2287830731.8199997,,,2287830731.8199997,31711284667.239998,92.78543661719422,,7.214563382805777
2013,Ramos Administrativos,Defensa Nacional,A002,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",Ejercicio,24594070698.649998,4206270949.049998,,623112287.72,29423453935.42,,2287830731.8199997,,,2287830731.8199997,31711284667.239998,92.78543661719422,,7.214563382805777
2013,Ramos Administrativos,Defensa Nacional,A003,Operación y desarrollo de la Fuerza Aérea Mexicana,Aprobado,2631848132.0,3100494814.0,,0.0,5732342946.0,,1201291620.0,,,1201291620.0,6933634566.0,82.67443130200871,,17.325568697991287
2013,Ramos Administrativos,Defensa Nacional,A003,Operación y desarrollo de la Fuerza Aérea Mexicana,Modificado,2286309020.9,1395588554.539999,,196720815.10000002,3878618390.539999,,2871755359.930001,,,2871755359.930001,6750373750.469999,57.45783172776097,,42.542168272239046
2013,Ramos Administrativos,Defensa Nacional,A003,Operación y desarrollo de la Fuerza Aérea Mexicana,Devengado,2286309020.9,1395588554.5399995,,196720815.1,3878618390.5399995,,2871755359.930001,,,2871755359.930001,6750373750.47,57.45783172776097,,42.54216827223904
2013,Ramos Administrativos,Defensa Nacional,A003,Operación y desarrollo de la Fuerza Aérea Mexicana,Ejercicio,2286309020.8999996,1395588554.5399995,,196720815.1,3878618390.539999,,2871755359.930001,,,2871755359.930001,6750373750.469999,57.45783172776097,,42.542168272239046
2013,Ramos Administrativos,Defensa Nacional,A004,Programa de Seguridad Pública de la Secretaría de la Defensa Nacional,Aprobado,2554703303.0,246540429.0,,0.0,2801243732.0,,0.0,,,0.0,2801243732.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A004,Programa de Seguridad Pública de la Secretaría de la Defensa Nacional,Modificado,2745715597.4599996,215496853.63000003,,26000.0,2961238451.0899997,,47423.130000000005,,,47423.130000000005,2961285874.22,99.99839856292117,,0.0016014370788328977
2013,Ramos Administrativos,Defensa Nacional,A004,Programa de Seguridad Pública de la Secretaría de la Defensa Nacional,Devengado,2745715597.4599996,215496853.63,,26000.0,2961238451.0899997,,47423.130000000005,,,47423.130000000005,2961285874.22,99.99839856292117,,0.0016014370788328977
2013,Ramos Administrativos,Defensa Nacional,A004,Programa de Seguridad Pública de la Secretaría de la Defensa Nacional,Ejercicio,2745715597.4599996,215496853.63,,26000.0,2961238451.0899997,,47423.130000000005,,,47423.130000000005,2961285874.22,99.99839856292117,,0.0016014370788328977
2013,Ramos Administrativos,Defensa Nacional,A009,Programa de sanidad militar,Aprobado,3543786006.0,1495113603.0,,0.0,5038899609.0,,0.0,,,0.0,5038899609.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A009,Programa de sanidad militar,Modificado,4072078278.1799994,1580889670.9399998,,1152617.8,5654120566.919999,,212158125.04000002,,,212158125.04000002,5866278691.959999,96.38342915192945,,3.616570848070556
2013,Ramos Administrativos,Defensa Nacional,A009,Programa de sanidad militar,Devengado,4072078278.1799994,1580889670.94,,1152617.8,5654120566.919999,,212158125.04,,,212158125.04,5866278691.959999,96.38342915192945,,3.616570848070555
2013,Ramos Administrativos,Defensa Nacional,A009,Programa de sanidad militar,Ejercicio,4072078278.1799994,1580889670.94,,1152617.8,5654120566.919999,,212158125.04,,,212158125.04,5866278691.959999,96.38342915192945,,3.616570848070555
2013,Ramos Administrativos,Defensa Nacional,A010,Programa de Emergencias Radiológicas Externo (P.E.R.E.),Aprobado,,1972548.0,,,1972548.0,,,,,,1972548.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A010,Programa de Emergencias Radiológicas Externo (P.E.R.E.),Modificado,,1972548.0,,,1972548.0,,,,,,1972548.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A010,Programa de Emergencias Radiológicas Externo (P.E.R.E.),Devengado,,1972548.0,,,1972548.0,,,,,,1972548.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A010,Programa de Emergencias Radiológicas Externo (P.E.R.E.),Ejercicio,,1972548.0,,,1972548.0,,,,,,1972548.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A015,Producción de árboles en viveros forestales militares,Aprobado,0.0,0.0,,,0.0,,0.0,,,0.0,0.0, ,, 
2013,Ramos Administrativos,Defensa Nacional,A015,Producción de árboles en viveros forestales militares,Modificado,60221142.279999994,200548510.16,,,260769652.44,,4140416.0,,,4140416.0,264910068.44,98.43704845784758,,1.5629515421524156
2013,Ramos Administrativos,Defensa Nacional,A015,Producción de árboles en viveros forestales militares,Devengado,60221142.28,200548510.16,,,260769652.44,,4140416.0,,,4140416.0,264910068.44,98.43704845784758,,1.5629515421524156
2013,Ramos Administrativos,Defensa Nacional,A015,Producción de árboles en viveros forestales militares,Ejercicio,60221142.28,200548510.16,,,260769652.44,,4140416.0,,,4140416.0,264910068.44,98.43704845784758,,1.5629515421524156
2013,Ramos Administrativos,Defensa Nacional,A017,Derechos humanos,Aprobado,39001106.0,5078170.0,,0.0,44079276.0,,,,,,44079276.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A017,Derechos humanos,Modificado,47183084.64000001,1714003.73,,2554879.399999999,51451967.77,,,,,,51451967.77,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A017,Derechos humanos,Devengado,47183084.64,1714003.73,,2554879.4,51451967.769999996,,,,,,51451967.769999996,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A017,Derechos humanos,Ejercicio,47183084.64,1714003.73,,2554879.4,51451967.769999996,,,,,,51451967.769999996,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A018,"Investigaciòn, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura",Aprobado,331477089.0,656345193.0,,,987822282.0,,,,,,987822282.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A018,"Investigaciòn, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura",Modificado,380162547.69,1241520208.3100004,,,1621682756.0000005,,,,,,1621682756.0000005,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A018,"Investigaciòn, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura",Devengado,380162547.69,1241520208.3100004,,,1621682756.0000005,,,,,,1621682756.0000005,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A018,"Investigaciòn, desarrollo y producción de vestuario y equipo militar y mantenimiento de infraestructura",Ejercicio,380162547.6899999,1241520208.3100004,,,1621682756.0000002,,,,,,1621682756.0000002,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria,Aprobado,1901717489.0,239075519.0,,0.0,2140793008.0,,0.0,,,0.0,2140793008.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria,Modificado,1837338101.7400002,223709589.56000003,,81371072.22,2142418763.5200002,,68344206.15000002,,,68344206.15000002,2210762969.67,96.90856925470388,,3.0914307452961247
2013,Ramos Administrativos,Defensa Nacional,A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria,Devengado,1837338101.7400002,223709589.56000006,,81371072.22,2142418763.5200002,,68344206.15000002,,,68344206.15000002,2210762969.67,96.90856925470388,,3.0914307452961247
2013,Ramos Administrativos,Defensa Nacional,A019,Mantenimiento y conservación de la infraestructura militar y maquinaria pesada y administración inmobiliaria,Ejercicio,1837338101.7400002,223709589.56000006,,81371072.22,2142418763.5200002,,68344206.15000002,,,68344206.15000002,2210762969.67,96.90856925470388,,3.0914307452961247
2013,Ramos Administrativos,Defensa Nacional,A020,Programa de justicia militar,Aprobado,546909152.0,21207479.0,,0.0,568116631.0,,0.0,,,0.0,568116631.0,100.0,,0.0
2013,Ramos Administrativos,Defensa Nacional,A020,Programa de justicia militar,Modificado,287475111.66999996,23154333.810000002,,554888.39,311184333.86999995,,7142.0,,,7142.0,311191475.86999995,99.99770494998938,,0.002295050010619046
2013,Ramos Administrativos,Defensa Nacional,A020,Programa de justicia militar,Devengado,287475111.66999996,23154333.809999995,,554888.39,311184333.86999995,,7142.0,,,7142.0,311191475.86999995,99.99770494998938,,0.002295050010619046
