CICLO,ENTE,RAMO,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_PENSIONES_Y_JUBILACIONES,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_PENSIONES_Y_JUBILACIONES,PORCENTAJE_INVERSIÓN
2013,Ramos Administrativos,Economía,Devengado,3299749170.2700024,1637377079.69,427106599.59,800758341.0899999,6164991190.640003,,5570161446.22,7932816280.449999,,13502977726.669998,19667968917.310005,31.345337266697243,,68.65466273330274
2013,Ramos Administrativos,Economía,Ejercicio,3299749170.2700024,1637377079.69,427106599.59,800758341.0899999,6164991190.640003,,5570161446.22,7932816280.449999,,13502977726.669998,19667968917.310005,31.345337266697243,,68.65466273330274
2013,Ramos Administrativos,Educación Pública,Aprobado,89948121914.0,21115777772.0,132713962342.0,6867300375.0,250645162403.0,,5890399046.0,3386750597.0,14109782.0,9291259425.0,259936421828.0,96.42556462089486,,3.574435379105137
2013,Ramos Administrativos,Educación Pública,Modificado,92026430404.75002,21693175802.81,154860366458.86005,7452968915.97,276032941582.39,,7045491232.620001,7216269544.26,14109782.0,14275870558.880001,290308812141.27,95.08252248576832,,4.917477514231665
2013,Ramos Administrativos,Educación Pública,Devengado,92026032297.01003,21691945314.780003,154858465977.63004,7451899641.97,276028343231.39,,7045446682.62,7216269544.26,14109782.0,14275826008.880001,290304169240.27,95.08245918539853,,4.917540814601469
2013,Ramos Administrativos,Educación Pública,Ejercicio,92026023930.91002,21691695084.100006,154858465977.63004,7451899641.97,276028084634.61005,,7045446682.62,7216269544.26,14109782.0,14275826008.880001,290303910643.49005,95.08245480495385,,4.917545195046145
2013,Ramos Administrativos,Salud,Aprobado,23023343861.0,9605153222.0,69776980528.0,13166317591.0,115571795202.0,,6262859277.0,0.0,,6262859277.0,121834654479.0,94.85954197204252,,5.14045802795747
2013,Ramos Administrativos,Salud,Modificado,20836145087.310017,11273665571.239998,67247331600.11999,13062960463.43,112420102722.1,,5493408471.280002,985522253.6299999,,6478930724.910002,118899033447.01001,94.55089706191978,,5.449102938080216
2013,Ramos Administrativos,Salud,Devengado,20835993109.350018,11273555732.039997,67243612613.009995,13062959977.449999,112416121431.85,,5493408471.280002,985522253.6299999,,6478930724.910002,118895052156.76001,94.55071459460929,,5.449285405390715
2013,Ramos Administrativos,Salud,Ejercicio,20835993109.100018,11272413283.41,67243612613.009995,13062959977.439999,112414978982.96002,,5493408471.280002,985522253.6299999,,6478930724.910002,118893909707.87003,94.55066223254904,,5.449337767450958
2013,Ramos Administrativos,Marina,Aprobado,16454326179.0,3261651724.0,,115044116.0,19831022019.0,,2033832150.0,,,2033832150.0,21864854169.0,90.69816732240744,,9.301832677592554
2013,Ramos Administrativos,Marina,Modificado,14486833889.910004,5903333305.060001,,136335256.53,20526502451.500004,,3410651105.7,,,3410651105.7,23937153557.200005,85.75164295307735,,14.248357046922639
2013,Ramos Administrativos,Marina,Devengado,14486833889.910006,5903333305.060001,,136335256.53,20526502451.500008,,3410651105.7,,,3410651105.7,23937153557.20001,85.75164295307735,,14.248357046922635
2013,Ramos Administrativos,Marina,Ejercicio,14486833889.910006,5903333305.060001,,136335256.53,20526502451.500008,,3410651105.7,,,3410651105.7,23937153557.20001,85.75164295307735,,14.248357046922635
2013,Ramos Administrativos,Trabajo y Previsión Social,Aprobado,2078376227.0,602626106.0,414050640.0,42180797.0,3137233770.0,,241032651.0,1096623360.0,,1337656011.0,4474889781.0,70.10750931387018,,29.89249068612982
2013,Ramos Administrativos,Trabajo y Previsión Social,Modificado,1919761105.2100003,735085814.1800001,538525740.1600001,176943936.25,3370316595.8,,165863899.68999997,1161702724.2299995,,1327566623.9199996,4697883219.719999,71.74117444326077,,28.258825556739243
2013,Ramos Administrativos,Trabajo y Previsión Social,Devengado,1919743800.8100004,735085814.18,538525740.1600001,176943936.25,3370299291.4000006,,165863899.69,1161702724.2299995,,1327566623.9199996,4697865915.32,71.74107035301431,,28.258929646985703
2013,Ramos Administrativos,Trabajo y Previsión Social,Ejercicio,1919743800.8100004,735085814.18,538525740.1600001,176943936.25,3370299291.4000006,,165863899.69,1161702724.2299995,,1327566623.9199996,4697865915.32,71.74107035301431,,28.258929646985703
2013,Ramos Administrativos,"Desarrollo Agrario, Territorial y Urbano",Aprobado,1670937865.0,706822810.0,14476098820.0,850075834.0,17703935329.0,,0.0,2015557531.0,500000.0,2016057531.0,19719992860.0,89.77658082681477,,10.223419173185238
2013,Ramos Administrativos,"Desarrollo Agrario, Territorial y Urbano",Modificado,1748017503.61,1536411987.1500003,15354894692.16,521461330.5099999,19160785513.429996,,7447775.069999999,1980608253.1999998,0.0,1988056028.2699997,21148841541.699997,90.59969301699068,,9.400306983009315
2013,Ramos Administrativos,"Desarrollo Agrario, Territorial y Urbano",Devengado,1748017503.61,1536411987.15,15354090413.410002,521461330.50999993,19159981234.68,,7447775.07,1980608253.1999998,0.0,1988056028.2699997,21148037262.95,90.59933551491822,,9.400664485081771
2013,Ramos Administrativos,"Desarrollo Agrario, Territorial y Urbano",Ejercicio,1748017503.61,1536411987.15,15354090413.410002,521461330.50999993,19159981234.68,,7447775.07,1980608253.1999998,0.0,1988056028.2699997,21148037262.95,90.59933551491822,,9.400664485081771
2013,Ramos Administrativos,Medio Ambiente y Recursos Naturales,Aprobado,7523929788.0,9534952752.0,3238288760.0,513836901.0,20811008201.0,,15500784070.0,20159443941.0,,35660228011.0,56471236212.0,36.85240415646809,,63.14759584353191
2013,Ramos Administrativos,Medio Ambiente y Recursos Naturales,Modificado,7745566391.360001,8322503965.249999,1779423248.09,431561053.96,18279054658.66,,14799592891.780003,23415293147.830006,,38214886039.61001,56493940698.270004,32.35577910255383,,67.64422089744617
2013,Ramos Administrativos,Medio Ambiente y Recursos Naturales,Devengado,7745566391.490002,8322385062.709998,1776405902.2300003,431561053.9599999,18275918410.39,,14799592891.78,23413102811.170006,,38212695702.950005,56488614113.340004,32.353278084891215,,67.64672191510877
2013,Ramos Administrativos,Medio Ambiente y Recursos Naturales,Ejercicio,7745432340.980001,8322208824.209998,1776405902.2300003,431486053.9599999,18275533121.379997,,14799592891.78,23413102811.170006,,38212695702.950005,56488228824.33,32.35281668719724,,67.64718331280277
2013,Ramos Administrativos,Fiscalía General de la República,Aprobado,10386851826.0,4836101008.0,,288715442.0,15511668276.0,,248835037.0,,,248835037.0,15760503313.0,98.42114790334932,,1.5788520966506774
2013,Ramos Administrativos,Fiscalía General de la República,Modificado,8802288267.239986,5153612479.750005,,402598939.85,14358499686.83999,,897943731.55,,,897943731.55,15256443418.38999,94.11433119158279,,5.8856688084172095
2013,Ramos Administrativos,Fiscalía General de la República,Devengado,8801754511.369986,5145205956.410003,,402421810.35,14349382278.129988,,897943731.55,,,897943731.55,15247326009.679987,94.11081175164794,,5.889188248352054
2013,Ramos Administrativos,Fiscalía General de la República,Ejercicio,8801754511.369987,5119811488.380003,,402421810.34999996,14323987810.09999,,897056206.55,,,897056206.55,15221044016.64999,94.10647386888358,,5.893526131116423
2013,Ramos Administrativos,Energía,Aprobado,1484640454.0,315055491.0,,534437500.0,2334133445.0,,0.0,,0.0,0.0,2334133445.0,100.0,,0.0
